0;12703 8117;0
1;3044 12603;0
2;3767 12750;0
3;4992 12736;0
4;6837 12514;0
5;9877 12557;0
6;12651 2553;0
7;3427 12523;0
8;7784 12522;0
9;6569 12606;0
10;12527 459;0
11;10513 12662;0
12;12695 5346;0
13;8418 12559;0
14;11211 12589;0
15;6816 12676;0
16;12518 5844;0
17;7943 12529;0
18;12685 5131;0
19;5139 12551;0
20;12550 2960;0
21;12639 5011;0
22;3881 12632;0
23;12097 12635;0
24;10682 12677;0
25;8618 12513;0
26;2551 12600;0
27;12537 9403;0
28;12598 3821;0
29;1569 12698;0
30;12612 11468;0
31;2239 12613;0
32;12573 8556;0
33;12521 22;0
34;6885 12658;0
35;12663 4433;0
36;2911 12730;0
37;12246 12543;0
38;12741 10779;0
39;687 12647;0
40;5385 12546;0
41;12634 7381;0
42;8287 12586;0
43;2835 12554;0
44;12576 1679;0
45;12667 9032;0
46;6455 12544;0
47;12642 12110;0
48;12592 2546;0
49;12641 8855;0
50;12569 9972;0
51;11677 12709;0
52;12704 11347;0
53;12542 2286;0
54;5369 12689;0
55;11928 12714;0
56;6373 12706;0
57;9205 12617;0
58;9383 12708;0
59;12594 9163;0
60;10208 12622;0
61;263 12630;0
62;12718 12324;0
63;4646 12701;0
64;12582 8600;0
65;10972 12607;0
66;12749 9943;0
67;537 12616;0
68;12739 8229;0
69;12744 5275;0
70;2883 12732;0
71;9368 12621;0
72;11806 12724;0
73;7943 12751;0
74;7873 12547;0
75;12580 1427;0
76;5755 12735;0
77;12597 3148;0
78;1139 12558;0
79;4697 12560;0
80;12740 11328;0
81;12678 2451;0
82;2674 12669;0
83;4981 12653;0
84;26 12517;0
85;12673 9668;0
86;3248 12681;0
87;1844 12659;0
88;7965 12747;0
89;6968 12609;0
90;8304 12601;0
91;12575 6800;0
92;698 12707;0
93;4262 12614;0
94;12615 6568;0
95;8419 12591;0
96;8867 12722;0
97;3747 12595;0
98;12564 2973;0
99;6443 12733;0
100;12713 610;0
101;1176 12745;0
102;12528 9426;0
103;12604 901;0
104;4348 12746;0
105;5214 12611;0
106;6637 12565;0
107;1086 12700;0
108;4041 12525;0
109;12636 5567;0
110;4683 12605;0
111;12511 3209;0
112;12526 4420;0
113;10425 12509;0
114;11194 12533;0
115;11133 12727;0
116;2347 12665;0
117;12590 9211;0
118;12599 2684;0
119;12640 4127;0
120;4435 12548;0
121;7576 12637;0
122;12696 1125;0
123;12655 503;0
124;12581 5835;0
125;3401 12692;0
126;5987 12728;0
127;10872 12545;0
128;6382 12682;0
129;12515 9653;0
130;2657 12625;0
131;12691 175;0
132;4731 12596;0
133;152 12705;0
134;2650 12583;0
135;6991 12602;0
136;1829 12664;0
137;12710 8018;0
138;12571 289;0
139;6295 12572;0
140;1730 12693;0
141;10191 12566;0
142;9686 12686;0
143;3849 12648;0
144;4377 12723;0
145;12608 11094;0
146;11201 12734;0
147;7737 12631;0
148;8438 12510;0
149;6413 12654;0
150;12508 7419;0
151;11352 12540;0
152;5295 12520;0
153;11654 12652;0
154;6735 12721;0
155;9327 12688;0
156;10461 12697;0
157;12156 12661;0
158;12512 7647;0
159;12534 9149;0
160;12618 12409;0
161;7614 12720;0
162;12519 6148;0
163;3169 12507;0
164;12657 4491;0
165;12553 4620;0
166;5916 12646;0
167;12474 12683;0
168;4397 12731;0
169;12516 10783;0
170;2524 12645;0
171;592 12650;0
172;10366 12536;0
173;2167 12628;0
174;5455 12539;0
175;10974 12567;0
176;5893 12552;0
177;12674 1149;0
178;23 12556;0
179;11435 12620;0
180;4739 12694;0
181;7995 12563;0
182;2812 12670;0
183;12623 9263;0
184;12668 10622;0
185;12162 12549;0
186;11286 12719;0
187;12748 6996;0
188;12712 1692;0
189;12587 10195;0
190;11935 12715;0
191;6173 12738;0
192;9233 12679;0
193;12538 4673;0
194;12680 4431;0
195;7128 12675;0
196;8774 12656;0
197;7891 12555;0
198;12660 8514;0
199;5731 12624;0
200;12588 4682;0
201;380 12666;0
202;12531 5046;0
203;12627 11729;0
204;12541 7823;0
205;9736 12671;0
206;12535 338;0
207;12610 1934;0
208;12577 8181;0
209;12725 6243;0
210;2240 12579;0
211;12574 1989;0
212;12633 11251;0
213;12626 6324;0
214;12742 4822;0
215;6822 12743;0
216;9167 12699;0
217;12578 6941;0
218;12702 9784;0
219;11530 12729;0
220;10028 12716;0
221;3641 12684;0
222;977 12530;0
223;8244 12506;0
224;3683 12619;0
225;6112 12711;0
226;12585 2777;0
227;12524 10575;0
228;12638 9578;0
229;12532 4496;0
230;3778 12643;0
231;9854 12644;0
232;11874 12737;0
233;12568 10012;0
234;9838 12649;0
235;12690 11421;0
236;12672 7280;0
237;7671 12584;0
238;11688 12629;0
239;10229 12726;0
240;12562 10016;0
241;962 12687;0
242;12561 4847;0
243;12593 7586;0
244;12570 9174;0
245;12717 8156;0
246;7503 8785;0
247;4309 7105;0
248;1270 11765;0
249;5862 10190;0
250;12418 2428;0
251;9227 3380;0
252;7631 8887;0
253;12371 5007;0
254;10306 11208;0
255;3405 3485;0
256;6476 12205;0
257;7959 12131;0
258;5396 3668;0
259;9417 2479;0
260;10473 5184;0
261;3914 2707;0
262;2671 1141;0
263;10572 4911;0
264;9485 11994;0
265;1615 1888;0
266;2361 186;0
267;1990 7161;0
268;7412 3828;0
269;7319 8178;0
270;12090 228;0
271;4766 3404;0
272;11558 2491;0
273;6839 4126;0
274;10046 4938;0
275;632 7421;0
276;3705 10386;0
277;714 3007;0
278;7253 9606;0
279;9251 209;0
280;5254 7052;0
281;4141 10791;0
282;11498 5759;0
283;11046 5514;0
284;4534 1764;0
285;2805 7248;0
286;11898 3981;0
287;2588 7546;0
288;2614 11410;0
289;2638 8057;0
290;3855 9778;0
291;3929 12226;0
292;2826 10693;0
293;5955 3497;0
294;9441 3371;0
295;5042 8894;0
296;980 10714;0
297;10934 8050;0
298;1317 3262;0
299;5031 7332;0
300;5695 11118;0
301;11960 5353;0
302;6034 5965;0
303;1352 10399;0
304;9028 4172;0
305;8167 569;0
306;4321 1299;0
307;4115 5389;0
308;11532 60;0
309;5649 2559;0
310;11393 3759;0
311;3712 4671;0
312;11955 7917;0
313;6715 10225;0
314;1790 4611;0
315;4337 9236;0
316;12174 11188;0
317;8793 2611;0
318;1718 10510;0
319;9727 8639;0
320;3193 7709;0
321;9331 1044;0
322;4861 6589;0
323;4610 7113;0
324;6418 4514;0
325;8551 11738;0
326;6999 11857;0
327;8321 10353;0
328;9573 9317;0
329;6871 11563;0
330;1755 384;0
331;5752 2493;0
332;6544 10071;0
333;5276 8637;0
334;6376 206;0
335;8042 878;0
336;4918 4169;0
337;3728 11964;0
338;5322 3152;0
339;9851 481;0
340;5056 8396;0
341;2116 8645;0
342;8475 11064;0
343;1819 1687;0
344;9379 1702;0
345;8163 264;0
346;1024 18;0
347;6980 4952;0
348;8500 12463;0
349;4199 4103;0
350;1736 4030;0
351;977 2960;0
352;977 5731;0
353;2883 1692;0
354;175 698;0
355;175 4847;0
356;962 11688;0
357;4348 10012;0
358;2524 2167;0
359;11201 592;0
360;5295 9211;0
361;11201 12162;0
362;6568 7419;0
363;4377 7419;0
364;8438 5346;0
365;12474 9233;0
366;5011 10783;0
367;3169 4397;0
368;4189 4620;0
369;9149 12409;0
370;10229 7614;0
371;10016 12156;0
372;10016 12110;0
373;9854 3641;0
374;9854 9578;0
375;2286 6112;0
376;4731 9327;0
377;9403 9686;0
378;2650 4041;0
379;2650 8156;0
380;11286 7586;0
381;10974 9263;0
382;5893 2812;0
383;7891 2777;0
384;10208 6173;0
385;8438 4431;0
386;2674 6941;0
387;26 10028;0
388;1989 9327;0
389;3248 4822;0
390;11729 9736;0
391;4992 8181;0
392;7873 5046;0
393;7280 11421;0
394;4823 4739;0
395;9368 9032;0
396;1679 610;0
397;8618 9045;0
398;459 6800;0
399;2551 11688;0
400;6735 5275;0
401;9403 2451;0
402;4847 11347;0
403;12170 3821;0
404;7381 610;0
405;8618 1569;0
406;2911 6800;0
407;8556 22;0
408;11211 12097;0
409;22 10779;0
410;11211 7381;0
411;6885 1569;0
412;2553 459;0
413;8556 4433;0
414;9415 2553;0
415;11347 10779;0
416;2239 6443;0
417;6393 11928;0
418;6968 5916;0
419;11928 6373;0
420;5385 10972;0
421;9383 4186;0
422;11677 3427;0
423;263 11806;0
424;11677 5385;0
425;7647 8600;0
426;2239 3881;0
427;2546 9943;0
428;6968 3881;0
429;8229 537;0
430;6443 8418;0
431;9383 8229;0
432;10972 7784;0
433;9368 1149;0
434;9205 6837;0
435;11806 9972;0
436;8418 5011;0
437;6455 9838;0
438;3849 5346;0
439;7965 12110;0
440;3767 3427;0
441;6373 2546;0
442;6413 3767;0
443;537 8855;0
444;8117 4673;0
445;7576 6295;0
446;11194 1829;0
447;11133 5835;0
448;11874 2347;0
449;2347 1125;0
450;3747 503;0
451;5835 289;0
452;5987 4127;0
453;4127 5567;0
454;5987 4435;0
455;7576 8287;0
456;9426 6844;0
457;977 2960;0
458;977 5731;0
459;2883 1692;0
460;175 698;0
461;175 4847;0
462;962 11688;0
463;4348 10012;0
464;2524 2167;0
465;11201 592;0
466;5295 9211;0
467;11201 12162;0
468;6568 7419;0
469;4377 7419;0
470;8438 5346;0
